target_gene,cluster,control,n_target_cells,n_in_cluster,pct_of_target,n_reference_cells,pct_of_reference,odds_ratio,log2_odds_ratio,direction,pval,low_power,fdr,significant,guides_concordant,guides_tested
TARGET2,6,ntc,30,2,6.666666666666667,300,10.0,0.7779695139488064,-0.3622144730134504,depleted,0.7525351380399032,False,1.0,False,,
TARGET3,6,ntc,30,2,6.666666666666667,300,10.0,0.7779695139488064,-0.3622144730134504,depleted,0.7525351380399032,False,1.0,False,,
TARGET4,6,ntc,30,2,6.666666666666667,300,10.0,0.7779695139488064,-0.3622144730134504,depleted,0.7525351380399032,False,1.0,False,,
TARGET9,6,ntc,30,2,6.666666666666667,300,10.0,0.7779695139488064,-0.3622144730134504,depleted,0.7525351380399032,False,1.0,False,,
TARGET3,13,ntc,30,2,6.666666666666667,300,10.333333333333334,0.7504873294346979,-0.4141003800247903,depleted,0.752452096139917,False,1.0,False,,
TARGET5,13,ntc,30,2,6.666666666666667,300,10.333333333333334,0.7504873294346979,-0.4141003800247903,depleted,0.752452096139917,False,1.0,False,,
TARGET8,13,ntc,30,2,6.666666666666667,300,10.333333333333334,0.7504873294346979,-0.4141003800247903,depleted,0.752452096139917,False,1.0,False,,
TARGET5,0,other,30,1,3.3333333333333335,270,6.296296296296297,0.7365617433414043,-0.4411216285823111,depleted,1.0,False,1.0,False,,
TARGET6,6,other,30,1,3.3333333333333335,270,6.296296296296297,0.7365617433414043,-0.4411216285823111,depleted,1.0,False,1.0,False,,
TARGET7,0,other,30,1,3.3333333333333335,270,6.296296296296297,0.7365617433414043,-0.4411216285823111,depleted,1.0,False,1.0,False,,
TARGET3,2,ntc,30,1,3.3333333333333335,300,6.333333333333333,0.7340286831812256,-0.44609165542270374,depleted,1.0,False,1.0,False,,
TARGET9,2,ntc,30,1,3.3333333333333335,300,6.333333333333333,0.7340286831812256,-0.44609165542270374,depleted,1.0,False,1.0,False,,
TARGET1,12,ntc,30,1,3.3333333333333335,300,6.666666666666667,0.6957420421661844,-0.5233755926499759,depleted,0.7064196054296716,False,1.0,False,,
TARGET5,12,ntc,30,1,3.3333333333333335,300,6.666666666666667,0.6957420421661844,-0.5233755926499759,depleted,0.7064196054296716,False,1.0,False,,
TARGET6,12,ntc,30,1,3.3333333333333335,300,6.666666666666667,0.6957420421661844,-0.5233755926499759,depleted,0.7064196054296716,False,1.0,False,,
TARGET9,12,ntc,30,1,3.3333333333333335,300,6.666666666666667,0.6957420421661844,-0.5233755926499759,depleted,0.7064196054296716,False,1.0,False,,
TARGET3,2,other,30,1,3.3333333333333335,270,6.666666666666667,0.6939990838295923,-0.5269943366304778,depleted,0.70498671466048,False,0.9993958332546766,False,,
TARGET5,10,other,30,1,3.3333333333333335,270,6.666666666666667,0.6939990838295923,-0.5269943366304778,depleted,0.70498671466048,False,0.9993958332546766,False,,
TARGET6,10,other,30,1,3.3333333333333335,270,6.666666666666667,0.6939990838295923,-0.5269943366304778,depleted,0.70498671466048,False,0.9993958332546766,False,,
TARGET7,10,other,30,1,3.3333333333333335,270,6.666666666666667,0.6939990838295923,-0.5269943366304778,depleted,0.70498671466048,False,0.9993958332546766,False,,
TARGET9,2,other,30,1,3.3333333333333335,270,6.666666666666667,0.6939990838295923,-0.5269943366304778,depleted,0.70498671466048,False,0.9993958332546766,False,,
TARGET9,10,other,30,1,3.3333333333333335,270,6.666666666666667,0.6939990838295923,-0.5269943366304778,depleted,0.70498671466048,False,0.9993958332546766,False,,
TARGET2,3,ntc,30,1,3.3333333333333335,300,7.0,0.6610169491525424,-0.5972408304995929,depleted,0.7063245955932412,False,1.0,False,,
TARGET2,4,other,30,1,3.3333333333333335,270,7.037037037037037,0.6558018252933507,-0.6086681776974063,depleted,0.7048700625112749,False,0.9993958332546766,False,,
TARGET8,4,other,30,1,3.3333333333333335,270,7.037037037037037,0.6558018252933507,-0.6086681776974063,depleted,0.7048700625112749,False,0.9993958332546766,False,,
TARGET1,13,other,30,1,3.3333333333333335,270,7.407407407407407,0.621331128565523,-0.6865657600635603,depleted,0.7064233779717422,False,0.9993958332546766,False,,
TARGET7,13,other,30,1,3.3333333333333335,270,7.407407407407407,0.621331128565523,-0.6865657600635603,depleted,0.7064233779717422,False,0.9993958332546766,False,,
TARGET1,8,other,30,1,3.3333333333333335,270,7.777777777777778,0.5900670082774931,-0.7610492980055223,depleted,0.7094748912473046,False,0.9993958332546766,False,,
TARGET1,12,other,30,1,3.3333333333333335,270,7.777777777777778,0.5900670082774931,-0.7610492980055223,depleted,0.7094748912473046,False,0.9993958332546766,False,,
TARGET3,8,other,30,1,3.3333333333333335,270,7.777777777777778,0.5900670082774931,-0.7610492980055223,depleted,0.7094748912473046,False,0.9993958332546766,False,,
TARGET5,8,other,30,1,3.3333333333333335,270,7.777777777777778,0.5900670082774931,-0.7610492980055223,depleted,0.7094748912473046,False,0.9993958332546766,False,,
TARGET5,12,other,30,1,3.3333333333333335,270,7.777777777777778,0.5900670082774931,-0.7610492980055223,depleted,0.7094748912473046,False,0.9993958332546766,False,,
TARGET6,12,other,30,1,3.3333333333333335,270,7.777777777777778,0.5900670082774931,-0.7610492980055223,depleted,0.7094748912473046,False,0.9993958332546766,False,,
TARGET9,12,other,30,1,3.3333333333333335,270,7.777777777777778,0.5900670082774931,-0.7610492980055223,depleted,0.7094748912473046,False,0.9993958332546766,False,,
TARGET5,10,ntc,30,1,3.3333333333333335,300,8.0,0.5738498789346247,-0.8012547225211862,depleted,0.7137316318363756,False,1.0,False,,
TARGET6,10,ntc,30,1,3.3333333333333335,300,8.0,0.5738498789346247,-0.8012547225211862,depleted,0.7137316318363756,False,1.0,False,,
TARGET7,10,ntc,30,1,3.3333333333333335,300,8.0,0.5738498789346247,-0.8012547225211862,depleted,0.7137316318363756,False,1.0,False,,
TARGET9,10,ntc,30,1,3.3333333333333335,300,8.0,0.5738498789346247,-0.8012547225211862,depleted,0.7137316318363756,False,1.0,False,,
TARGET0,1,other,30,2,6.666666666666667,270,13.333333333333334,0.5635664503725066,-0.8273423656420199,depleted,0.39569662202122025,False,0.9993958332546766,False,,
TARGET3,1,other,30,2,6.666666666666667,270,13.333333333333334,0.5635664503725066,-0.8273423656420199,depleted,0.39569662202122025,False,0.9993958332546766,False,,
TARGET4,1,other,30,2,6.666666666666667,270,13.333333333333334,0.5635664503725066,-0.8273423656420199,depleted,0.39569662202122025,False,0.9993958332546766,False,,
TARGET4,11,other,30,2,6.666666666666667,270,13.333333333333334,0.5635664503725066,-0.8273423656420199,depleted,0.39569662202122025,False,0.9993958332546766,False,,
TARGET2,3,other,30,1,3.3333333333333335,270,8.148148148148149,0.5615819209039548,-0.8324316034080738,depleted,0.489515833233102,False,0.9993958332546766,False,,
TARGET3,9,ntc,30,1,3.3333333333333335,300,9.0,0.5057010785824345,-0.9836432393727881,depleted,0.49187927606204485,False,1.0,False,,
TARGET7,7,ntc,30,0,0.0,300,3.0,0.5030198446937014,-0.9913127778059755,depleted,1.0,True,1.0,False,,
TARGET1,8,ntc,30,1,3.3333333333333335,300,9.666666666666666,0.4679689744326343,-1.095515210198165,depleted,0.49969337935666275,False,1.0,False,,
TARGET3,8,ntc,30,1,3.3333333333333335,300,9.666666666666666,0.4679689744326343,-1.095515210198165,depleted,0.49969337935666275,False,1.0,False,,
TARGET5,8,ntc,30,1,3.3333333333333335,300,9.666666666666666,0.4679689744326343,-1.095515210198165,depleted,0.49969337935666275,False,1.0,False,,
TARGET6,6,ntc,30,1,3.3333333333333335,300,10.0,0.45095859961100304,-1.1489331023767562,depleted,0.33506003133312745,False,1.0,False,,
TARGET1,13,ntc,30,1,3.3333333333333335,300,10.333333333333334,0.4350282485875706,-1.2008190093880962,depleted,0.3349316849301939,False,1.0,False,,
TARGET7,13,ntc,30,1,3.3333333333333335,300,10.333333333333334,0.4350282485875706,-1.2008190093880962,depleted,0.3349316849301939,False,1.0,False,,
TARGET0,5,ntc,30,0,0.0,300,4.0,0.37836065573770494,-1.4021660186921283,depleted,0.6111441113609186,False,1.0,False,,
TARGET2,5,ntc,30,0,0.0,300,4.0,0.37836065573770494,-1.4021660186921283,depleted,0.6111441113609186,False,1.0,False,,
TARGET4,0,ntc,30,0,0.0,300,4.0,0.37836065573770494,-1.4021660186921283,depleted,0.6111441113609186,False,1.0,False,,
TARGET4,4,ntc,30,0,0.0,300,4.0,0.37836065573770494,-1.4021660186921283,depleted,0.6111441113609186,False,1.0,False,,
TARGET4,5,ntc,30,0,0.0,300,4.0,0.37836065573770494,-1.4021660186921283,depleted,0.6111441113609186,False,1.0,False,,
TARGET7,5,ntc,30,0,0.0,300,4.0,0.37836065573770494,-1.4021660186921283,depleted,0.6111441113609186,False,1.0,False,,
TARGET8,0,ntc,30,0,0.0,300,4.0,0.37836065573770494,-1.4021660186921283,depleted,0.6111441113609186,False,1.0,False,,
TARGET9,4,ntc,30,0,0.0,300,4.0,0.37836065573770494,-1.4021660186921283,depleted,0.6111441113609186,False,1.0,False,,
TARGET0,5,other,30,0,0.0,270,4.444444444444445,0.33901639344262297,-1.5605730570226763,depleted,0.617174007132001,False,0.9993958332546766,False,,
TARGET2,5,other,30,0,0.0,270,4.444444444444445,0.33901639344262297,-1.5605730570226763,depleted,0.617174007132001,False,0.9993958332546766,False,,
TARGET4,5,other,30,0,0.0,270,4.444444444444445,0.33901639344262297,-1.5605730570226763,depleted,0.617174007132001,False,0.9993958332546766,False,,
TARGET7,5,other,30,0,0.0,270,4.444444444444445,0.33901639344262297,-1.5605730570226763,depleted,0.617174007132001,False,0.9993958332546766,False,,
TARGET0,9,other,30,0,0.0,270,5.185185185185185,0.2899943470887507,-1.7859033170834042,depleted,0.37512226588992725,False,0.9993958332546766,False,,
TARGET1,9,other,30,0,0.0,270,5.185185185185185,0.2899943470887507,-1.7859033170834042,depleted,0.37512226588992725,False,0.9993958332546766,False,,
TARGET6,9,other,30,0,0.0,270,5.185185185185185,0.2899943470887507,-1.7859033170834042,depleted,0.37512226588992725,False,0.9993958332546766,False,,
TARGET9,9,other,30,0,0.0,270,5.185185185185185,0.2899943470887507,-1.7859033170834042,depleted,0.37512226588992725,False,0.9993958332546766,False,,
TARGET7,7,other,30,0,0.0,270,5.925925925925926,0.252856433184302,-1.9836096108456445,depleted,0.3839336992448049,False,0.9993958332546766,False,,
TARGET0,2,ntc,30,0,0.0,300,6.333333333333333,0.23665405632618747,-2.079148444344905,depleted,0.23672027194170409,False,1.0,False,,
TARGET1,2,ntc,30,0,0.0,300,6.333333333333333,0.23665405632618747,-2.079148444344905,depleted,0.23672027194170409,False,1.0,False,,
TARGET4,0,other,30,0,0.0,270,6.666666666666667,0.22374833850243686,-2.160051125552679,depleted,0.23334882038504406,False,0.9993958332546766,False,,
TARGET5,6,other,30,0,0.0,270,6.666666666666667,0.22374833850243686,-2.160051125552679,depleted,0.23334882038504406,False,0.9993958332546766,False,,
TARGET8,0,other,30,0,0.0,270,6.666666666666667,0.22374833850243686,-2.160051125552679,depleted,0.23334882038504406,False,0.9993958332546766,False,,
TARGET8,6,other,30,0,0.0,270,6.666666666666667,0.22374833850243686,-2.160051125552679,depleted,0.23334882038504406,False,0.9993958332546766,False,,
TARGET0,2,other,30,0,0.0,270,7.037037037037037,0.2114333753678016,-2.2417249666196075,depleted,0.23472946792671204,False,0.9993958332546766,False,,
TARGET1,2,other,30,0,0.0,270,7.037037037037037,0.2114333753678016,-2.2417249666196075,depleted,0.23472946792671204,False,0.9993958332546766,False,,
TARGET2,10,other,30,0,0.0,270,7.037037037037037,0.2114333753678016,-2.2417249666196075,depleted,0.23472946792671204,False,0.9993958332546766,False,,
TARGET4,4,other,30,0,0.0,270,7.407407407407407,0.20031987205117952,-2.3196225489857616,depleted,0.23893893733808252,False,0.9993958332546766,False,,
TARGET9,4,other,30,0,0.0,270,7.407407407407407,0.20031987205117952,-2.3196225489857616,depleted,0.23893893733808252,False,0.9993958332546766,False,,
TARGET0,13,other,30,0,0.0,270,7.777777777777778,0.1902401829965688,-2.3941060869277235,depleted,0.24573679369828033,False,0.9993958332546766,False,,
TARGET6,13,other,30,0,0.0,270,7.777777777777778,0.1902401829965688,-2.3941060869277235,depleted,0.24573679369828033,False,0.9993958332546766,False,,
TARGET2,10,ntc,30,0,0.0,300,8.0,0.18501170960187355,-2.4343115114433873,depleted,0.14709819715466732,False,0.8887674902311655,False,,
TARGET0,9,ntc,30,0,0.0,300,9.0,0.1630402384500745,-2.6167000282949893,depleted,0.15236014118248553,False,0.8887674902311655,False,,
TARGET1,9,ntc,30,0,0.0,300,9.0,0.1630402384500745,-2.6167000282949893,depleted,0.15236014118248553,False,0.8887674902311655,False,,
TARGET6,9,ntc,30,0,0.0,300,9.0,0.1630402384500745,-2.6167000282949893,depleted,0.15236014118248553,False,0.8887674902311655,False,,
TARGET9,9,ntc,30,0,0.0,300,9.0,0.1630402384500745,-2.6167000282949893,depleted,0.15236014118248553,False,0.8887674902311655,False,,
TARGET5,6,ntc,30,0,0.0,300,10.0,0.14539102391830153,-2.781989891298957,depleted,0.0915768900596637,False,0.8887674902311655,False,,
TARGET8,6,ntc,30,0,0.0,300,10.0,0.14539102391830153,-2.781989891298957,depleted,0.0915768900596637,False,0.8887674902311655,False,,
TARGET0,13,ntc,30,0,0.0,300,10.333333333333334,0.14025500910746813,-2.8338757983102973,depleted,0.09326623087973593,False,0.8887674902311655,False,,
TARGET6,13,ntc,30,0,0.0,300,10.333333333333334,0.14025500910746813,-2.8338757983102973,depleted,0.09326623087973593,False,0.8887674902311655,False,,
